fid,building_volume,population_density,greenhouse_coverage,road_density,light_pollution,city
1,2280.99927,16.24255,0.0,7.89102,166.0,Den Haag
2,0.0,0.0,0.0,1.7232,318.0,Den Haag
3,169397.07813,97.62423,1153.86169,9.13435,896.0,Den Haag
4,828537.125,18.13222,1153.86169,4.34828,1049.0,Den Haag
5,714646.625,23.7152,1153.86169,2.71926,531.0,Den Haag
6,872025.75,61.34774,3294.47583,12.64133,531.0,Den Haag
7,711594.9375,66.99113,3294.47583,3.35468,651.0,Den Haag
8,1390870.0,95.25751,2140.61377,7.73782,1184.0,Den Haag
9,1996850.25,189.10695,2140.61377,5.07714,1834.0,Den Haag
10,318151.25,137.25606,2140.61377,4.04087,2056.0,Den Haag
11,988355.1875,332.51923,2140.61377,39.9321,1149.0,Den Haag
12,525482.75,585.73401,0.0,46.95191,606.0,Den Haag
13,392685.40625,588.61804,362.28629,44.0696,369.0,Den Haag
14,957468.875,146.3483,362.28629,7.39684,1353.0,Den Haag
15,368893.53125,66.81655,878.56293,17.95843,3558.0,Den Haag
16,18572.53906,13.12382,1051.48743,18.93341,1950.0,Den Haag
17,781.02716,8.82794,0.0,0.78186,117.0,Den Haag
18,9934.05762,20.59214,0.0,5.60067,117.0,Den Haag
19,5.59114,4.36237,0.0,5.53734,240.0,Den Haag
20,118220.21094,109.07793,1153.86169,10.14399,423.0,Den Haag
21,333587.15625,93.38687,1153.86169,6.82312,632.0,Den Haag
22,597387.1875,61.6726,1153.86169,11.90566,614.0,Den Haag
23,667370.625,54.39322,1153.86169,3.83059,614.0,Den Haag
24,590610.625,79.95692,3294.47583,7.02689,466.0,Den Haag
25,579752.1875,27.51018,2140.61377,1.16175,938.0,Den Haag
26,514641.125,166.34393,2140.61377,7.80854,2460.0,Den Haag
27,532025.5,32.16505,2140.61377,8.03182,2989.0,Den Haag
28,679013.4375,388.51804,2542.71948,39.53104,1222.0,Den Haag
29,992781.75,510.09583,0.0,36.82597,1222.0,Den Haag
30,328611.03125,367.80829,0.0,45.52646,439.0,Den Haag
31,475097.375,113.93325,362.28629,29.04773,5181.0,Den Haag
32,521759.03125,0.82882,535.21069,14.24799,14854.0,Den Haag
33,300378.9375,29.99563,535.21069,8.95568,11815.0,Den Haag
34,518049.09375,36.9459,2803.08472,8.84564,11815.0,Den Haag
35,439678.53125,25.67502,2803.08472,5.79086,1671.0,Den Haag
36,686078.8125,31.79647,2803.08472,4.39518,1066.0,Den Haag
37,649606.8125,28.12417,2803.08472,7.2846,628.0,Den Haag
38,789437.3125,13.11981,2803.08472,6.14647,573.0,Den Haag
39,1042402.5625,88.19543,2803.08472,6.69218,573.0,Den Haag
40,468672.0625,402.11105,509.6528,38.44916,442.0,Den Haag
41,6447595.5,277.54108,1043.81409,11.73901,250.0,Den Haag
42,13428729.0,260.93094,1043.81409,12.19544,251.0,Den Haag
43,514986.78125,215.52515,534.16138,9.25352,266.0,Den Haag
44,285875.59375,284.80716,534.16138,31.75914,206.0,Den Haag
45,45759.40234,434.54916,0.0,13.53476,206.0,Den Haag
46,87537.95313,62.27782,0.0,30.03785,158.0,Den Haag
47,328107.28125,639.3338,0.0,38.18769,200.0,Den Haag
48,1800039.75,884.05969,0.0,46.36228,307.0,Den Haag
49,869324.0,463.72974,0.0,43.87776,350.0,Den Haag
50,1369819.625,379.52542,0.0,34.07159,350.0,Den Haag
51,408429.5625,1096.51929,0.0,38.47608,262.0,Den Haag
52,0.0,19.03456,0.0,17.07343,144.0,Den Haag
53,1460012.5,9.09667,2803.08472,17.05035,1950.0,Den Haag
54,3717084.0,15.94121,2803.08472,3.97002,936.0,Den Haag
55,5459891.5,47.03054,2803.08472,7.85548,571.0,Den Haag
56,2255276.75,19.05534,2803.08472,5.15716,354.0,Den Haag
57,646013.1875,64.13306,4036.10498,12.7323,376.0,Den Haag
58,1611268.125,76.27031,4545.75781,17.68095,376.0,Den Haag
59,837105.5625,68.2598,1742.67322,8.04876,390.0,Den Haag
60,595473.5,117.03435,509.6528,6.76752,317.0,Den Haag
61,1661823.375,160.02834,509.6528,5.56068,242.0,Den Haag
62,2416393.5,186.58401,1113.33569,14.6469,269.0,Den Haag
63,1953893.0,129.41339,253.5312,16.50064,269.0,Den Haag
64,300359.25,1525.09509,184.00963,19.21729,233.0,Den Haag
65,46469.69141,269.40323,0.0,33.54136,194.0,Den Haag
66,92890.53906,285.2663,0.0,27.90612,187.0,Den Haag
67,315415.96875,395.52505,0.0,50.64231,310.0,Den Haag
68,988642.5,443.19894,0.0,21.42703,335.0,Den Haag
69,424505.3125,1454.88538,0.0,35.19648,335.0,Den Haag
70,173544.625,1047.6814,0.0,33.88147,249.0,Den Haag
71,675007.375,1677.93091,0.0,36.82515,216.0,Den Haag
72,1461979.75,1836.02771,0.0,44.82026,214.0,Den Haag
73,788657.5,1498.43616,0.0,43.69516,214.0,Den Haag
74,1423295.625,1593.53992,0.0,38.39143,214.0,Den Haag
75,1034602.0,986.44739,0.0,56.02446,219.0,Den Haag
76,152802.01563,366.57281,0.0,24.23034,165.0,Den Haag
77,290307.875,1039.28918,0.0,26.16781,114.0,Den Haag
78,431765.40625,1336.65442,0.0,25.8206,76.0,Den Haag
79,6653.70996,27.83191,0.0,21.24092,76.0,Den Haag
80,2995.85767,92.49591,0.0,21.32301,43.0,Den Haag
81,2740568.75,1297.57483,0.0,43.4865,230.0,Den Haag
82,598097.8125,1445.50037,0.0,46.00853,229.0,Den Haag
83,369306.34375,1190.46289,0.0,39.89436,223.0,Den Haag
84,2376609.75,823.37494,0.0,43.91291,223.0,Den Haag
85,919001.6875,1732.14844,0.0,35.62478,212.0,Den Haag
86,384734.3125,1088.90015,0.0,28.13284,156.0,Den Haag
87,355297.65625,409.16077,0.0,25.01278,129.0,Den Haag
88,459760.90625,1759.57251,0.0,37.27435,112.0,Den Haag
89,225186.375,1167.72974,0.0,23.40754,112.0,Den Haag
90,0.0,0.0,0.0,15.41941,68.0,Den Haag
91,81851.91406,142.15158,0.0,24.75921,52.0,Den Haag
92,0.0,0.0,0.0,14.47554,46.0,Den Haag
93,0.0,30.83197,0.0,13.71319,34.0,Den Haag
94,55153.49219,21.82164,2803.08472,9.20699,9196.0,Den Haag
95,733727.0625,44.40476,2803.08472,6.50018,1642.0,Den Haag
96,633415.3125,41.09698,2803.08472,9.84754,1391.0,Den Haag
97,501032.09375,26.24617,2803.08472,3.71429,3539.0,Den Haag
98,11174344.0,16.72349,2803.08472,3.39357,765.0,Den Haag
99,574843.6875,160.66003,2803.08472,11.34551,765.0,Den Haag
100,750559.125,240.33279,2803.08472,28.55548,464.0,Den Haag
101,614032.1875,266.62433,719.48016,18.60834,287.0,Den Haag
102,5136337.0,133.62196,534.16138,5.36711,274.0,Den Haag
103,1652449.25,126.18199,534.16138,5.59154,254.0,Den Haag
104,713936.4375,142.75372,534.16138,24.01678,191.0,Den Haag
105,208758.64063,516.16461,143.44901,44.9998,191.0,Den Haag
106,519913.75,470.11023,0.0,50.74074,186.0,Den Haag
107,1124712.625,1098.42053,0.0,33.09844,211.0,Den Haag
108,597583.8125,406.58832,0.0,51.50477,260.0,Den Haag
109,466990.03125,273.72708,0.0,36.12582,307.0,Den Haag
110,752919.25,249.12347,0.0,32.99821,307.0,Den Haag
111,1312792.5,306.18335,0.0,20.18914,309.0,Den Haag
112,621755.3125,533.62671,0.0,49.60417,276.0,Den Haag
113,292781.28125,1343.20679,0.0,46.24278,246.0,Den Haag
114,1680018.125,1122.46948,0.0,49.47917,214.0,Den Haag
115,812221.6875,1379.26697,0.0,36.61882,214.0,Den Haag
116,792840.875,1314.31213,0.0,29.81851,175.0,Den Haag
117,662925.5625,1366.0719,0.0,37.43002,159.0,Den Haag
118,1453556.875,1128.80066,0.0,25.61975,172.0,Den Haag
119,717028.0,944.23108,0.0,41.90658,140.0,Den Haag
120,572482.1875,2300.9231,0.0,25.42163,140.0,Den Haag
121,210246.51563,741.00201,0.0,20.99519,109.0,Den Haag
122,105429.88281,188.96628,0.0,37.44696,165.0,Den Haag
123,391504.3125,380.13553,0.0,26.70497,171.0,Den Haag
124,951784.0625,387.02036,0.0,32.63477,178.0,Den Haag
125,533706.0625,552.05359,0.0,37.89927,154.0,Den Haag
126,159994.375,261.06049,0.0,23.35253,154.0,Den Haag
127,267.65826,5.12383,0.0,8.06669,132.0,Den Haag
128,3420.76563,9.29238,0.0,4.46665,188.0,Den Haag
129,84860.20313,96.40256,66.28394,5.92252,254.0,Den Haag
130,387959.8125,5.24683,66.28394,6.18695,389.0,Den Haag
131,8902.27734,2.94265,66.28394,5.09746,681.0,Den Haag
132,0.0,1.1072,0.0,1.73045,681.0,Den Haag
133,124651.9375,44.99344,2140.61377,6.44438,4340.0,Den Haag
134,660038.75,44.72293,2140.61377,3.1235,5828.0,Den Haag
135,300715.34375,69.46239,2542.71948,6.49459,3640.0,Den Haag
136,60417.45313,92.11209,402.10556,5.80487,2700.0,Den Haag
137,572525.0,110.91383,1430.13647,16.74668,2700.0,Den Haag
138,384940.78125,125.34055,1309.03076,18.06781,1815.0,Den Haag
139,136616.28125,104.86085,1178.22058,7.11975,2248.0,Den Haag
140,611161.1875,66.91118,1178.22058,3.77781,2448.0,Den Haag
141,827681.0,28.81946,1178.22058,6.14741,1316.0,Den Haag
142,199480.48438,7.96737,1178.22058,1.0289,1316.0,Den Haag
143,64036.01172,0.95662,2803.08472,13.45975,2535.0,Den Haag
144,504199.5,53.01765,2803.08472,5.85245,13061.0,Den Haag
145,650563.5,6.97361,2803.08472,2.88209,15352.0,Den Haag
146,771290.8125,32.94021,2803.08472,6.92994,6010.0,Den Haag
147,1573134.0,47.90668,3571.88062,18.92412,6010.0,Den Haag
148,605325.6875,61.92331,954.11456,5.76121,383.0,Den Haag
149,577915.5,49.9618,954.11456,7.71114,233.0,Den Haag
150,191076.5,117.5041,185.31882,21.89281,235.0,Den Haag
151,254510.03125,353.07813,0.0,31.34893,221.0,Den Haag
152,564951.1875,444.75439,143.44901,36.02168,207.0,Den Haag
153,419907.65625,324.15601,143.44901,13.20625,207.0,Den Haag
154,566992.375,260.57263,0.0,43.30543,224.0,Den Haag
155,489712.28125,1268.47461,0.0,54.15203,227.0,Den Haag
156,900813.875,364.3963,0.0,50.07854,217.0,Den Haag
157,105421.70313,295.93719,0.0,39.09532,222.0,Den Haag
158,756789.4375,372.80087,0.0,46.14502,222.0,Den Haag
159,749060.3125,866.3028,0.0,41.193,268.0,Den Haag
160,571044.1875,1052.38647,0.0,46.96781,312.0,Den Haag
161,559203.4375,667.10822,0.0,42.85417,308.0,Den Haag
162,1188149.875,731.1665,0.0,43.56538,262.0,Den Haag
163,1019346.8125,1044.08594,0.0,30.59223,262.0,Den Haag
164,108384.39063,566.20825,0.0,51.16828,204.0,Den Haag
165,1346754.5,1243.45508,0.0,45.00499,195.0,Den Haag
166,1965052.0,1360.22266,0.0,28.15349,207.0,Den Haag
167,1396821.375,1318.75867,0.0,25.28915,185.0,Den Haag
168,2414735.75,695.69617,0.0,46.99097,185.0,Den Haag
169,286062.21875,644.95374,0.0,18.13695,163.0,Den Haag
170,780515.125,334.84076,0.0,26.46035,167.0,Den Haag
171,686532.875,1175.95935,0.0,40.1079,225.0,Den Haag
172,5029528.0,1545.37219,0.0,35.25899,271.0,Den Haag
173,2772610.25,326.8497,0.0,23.03965,268.0,Den Haag
174,163805.9375,180.99588,0.0,25.54794,184.0,Den Haag
175,305873.09375,42.73428,1880.44019,21.87312,487.0,Den Haag
176,558221.5,77.78532,110.59705,13.57161,435.0,Den Haag
177,198985.09375,604.81915,397.14587,16.54032,443.0,Den Haag
178,156295.51563,303.43805,397.14587,28.19341,280.0,Den Haag
179,15709.86328,13.26367,397.14587,4.93125,280.0,Den Haag
180,0.0,0.0,0.0,2.96877,73.0,Den Haag
181,146135.0,132.18515,110.59705,18.17391,330.0,Den Haag
182,9101.39063,111.36789,0.0,30.93596,147.0,Den Haag
183,1361.73901,15.46038,0.0,5.26602,79.0,Den Haag
184,0.0,0.0,0.0,3.54329,79.0,Den Haag
185,148698.39063,220.08203,0.0,17.80568,135.0,Den Haag
186,29107.04297,32.19239,0.0,6.39446,135.0,Den Haag
187,0.0,0.0,0.0,3.32045,136.0,Den Haag
188,1590.51782,5.11063,0.0,0.14413,240.0,Den Haag
189,186664.82813,176.60005,1153.86169,11.674,508.0,Den Haag
190,253229.40625,9.59601,1220.14563,0.20003,474.0,Den Haag
191,23.14109,0.0,1220.14563,1.59985,494.0,Den Haag
192,57617.07031,31.05451,2140.61377,9.33658,494.0,Den Haag
193,779749.1875,40.98994,2140.61377,3.38975,2487.0,Den Haag
194,501236.6875,41.65503,2140.61377,1.89767,2707.0,Den Haag
195,468949.0625,88.57612,2542.71948,6.50218,2641.0,Den Haag
196,572029.6875,48.26006,402.10556,4.55589,2029.0,Den Haag
197,458496.5625,339.59293,402.10556,20.93228,2029.0,Den Haag
198,286986.03125,155.57722,1178.22058,21.46592,1017.0,Den Haag
199,617701.625,20.81559,1178.22058,4.41071,894.0,Den Haag
200,695698.9375,97.75468,1351.14502,7.17077,4819.0,Den Haag
201,836024.375,26.03579,1178.22058,2.65049,3083.0,Den Haag
202,268643.3125,58.79234,3981.30518,13.20537,3083.0,Den Haag
203,387813.28125,37.62991,2803.08472,13.86347,1363.0,Den Haag
204,574841.3125,26.69274,2803.08472,6.93435,8939.0,Den Haag
205,652260.625,44.99344,2803.08472,5.4376,10563.0,Den Haag
206,2211107.5,3.74945,2803.08472,1.99535,2459.0,Den Haag
207,1224951.875,57.50853,2803.08472,7.11411,2459.0,Den Haag
208,1571166.25,105.27735,3757.19922,17.81989,417.0,Den Haag
209,745064.75,71.42396,185.31882,5.21761,286.0,Den Haag
210,812439.5,225.5755,719.48016,11.88988,263.0,Den Haag
211,317318.5625,221.13403,534.16138,18.75597,229.0,Den Haag
212,211572.78125,330.49411,677.61041,33.1923,202.0,Den Haag
213,243991.67188,113.97685,143.44901,21.28993,202.0,Den Haag
214,1683772.5,436.77591,0.0,41.51857,213.0,Den Haag
215,536095.0,358.76767,0.0,39.67286,222.0,Den Haag
216,396107.96875,326.20258,0.0,36.92049,236.0,Den Haag
217,1104685.5,612.79547,0.0,52.82969,256.0,Den Haag
218,354416.78125,594.815,0.0,37.63467,256.0,Den Haag
219,1912792.0,470.03064,0.0,43.50388,271.0,Den Haag
220,89431.99219,120.30292,0.0,11.04193,162.0,Den Haag
221,17857.35352,17.97767,0.0,1.6647,136.0,Den Haag
222,10467.75098,18.34522,0.0,30.36241,172.0,Den Haag
223,9962868.0,1136.84229,0.0,37.0169,288.0,Den Haag
224,9064416.0,1548.1521,0.0,53.32588,279.0,Den Haag
225,1741994.625,1032.88757,0.0,50.56076,245.0,Den Haag
226,792550.875,869.09851,0.31351,44.79772,245.0,Den Haag
227,223244.53125,359.27496,0.0,55.60023,181.0,Den Haag
228,2120651.0,1630.22058,0.0,29.12957,173.0,Den Haag
229,1981902.75,1865.62805,0.0,32.13731,194.0,Den Haag
230,1073679.875,1726.82227,0.0,38.96257,179.0,Den Haag
231,2527834.25,1342.23596,0.0,34.91018,179.0,Den Haag
232,242792.5,1297.7627,0.0,26.99594,150.0,Den Haag
233,61980.44141,79.90895,0.0,33.59704,158.0,Den Haag
234,727533.75,1057.75403,0.0,30.03902,211.0,Den Haag
235,1779469.0,853.50146,0.0,37.76468,224.0,Den Haag
236,233015.5625,87.60884,0.0,16.09119,193.0,Den Haag
237,2752.46484,0.0,0.0,11.03666,74.0,Den Haag
238,100139.70313,115.24072,684.24567,11.14213,116.0,Den Haag
239,282513.96875,112.32452,2454.08887,11.55359,165.0,Den Haag
240,548102.0625,227.97983,2364.36865,16.95877,400.0,Den Haag
241,642881.375,84.44109,594.52533,1.31913,429.0,Den Haag
242,558873.5,252.36807,710.71252,8.81206,429.0,Den Haag
243,144826.59375,166.37466,116.18716,17.33157,496.0,Den Haag
244,517988.125,361.67297,0.0,18.31416,315.0,Den Haag
245,358844.53125,532.62726,0.0,39.41629,265.0,Den Haag
246,331770.59375,408.09592,0.0,30.43329,379.0,Den Haag
247,1038843.25,272.34857,0.0,21.04923,379.0,Den Haag
248,427629.5,168.35674,464.86237,17.2782,393.0,Den Haag
249,2573477.0,168.76097,1252.27942,13.99916,271.0,Den Haag
250,388989.875,183.12468,1252.27942,17.03926,280.0,Den Haag
251,611206.875,342.91238,787.41705,20.6756,354.0,Den Haag
252,669691.0625,562.99591,0.0,30.48085,375.0,Den Haag
253,476355.15625,545.32977,0.0,40.13418,375.0,Den Haag
254,440162.53125,513.79321,0.0,44.25546,332.0,Den Haag
255,33295.39453,47.46775,0.0,23.12664,222.0,Den Haag
256,0.0,0.0,0.0,2.86693,106.0,Den Haag
257,0.0,0.0,0.0,1.26234,61.0,Den Haag
258,384624.5,7.49891,2797.04175,6.62033,142.0,Den Haag
259,63984.9375,52.32016,3481.28735,14.60323,289.0,Den Haag
260,642647.6875,36.12009,684.24567,3.73196,278.0,Den Haag
261,595260.6875,88.37744,684.24567,4.49426,278.0,Den Haag
262,349069.0625,90.28773,1055.6604,10.53765,261.0,Den Haag
263,361668.25,216.20883,1055.6604,15.22081,523.0,Den Haag
264,422063.46875,203.28256,1586.44128,5.66529,857.0,Den Haag
265,524355.8125,138.49133,1586.44128,7.81546,786.0,Den Haag
266,308142.0,241.48155,892.64117,31.55418,786.0,Den Haag
267,165267.5625,56.76222,521.22644,22.18018,1258.0,Den Haag
268,249127.1875,101.5919,521.22644,10.40512,1671.0,Den Haag
269,634254.8125,78.22256,521.22644,4.36703,879.0,Den Haag
270,544156.0,177.73734,1053.00745,13.05122,638.0,Den Haag
271,1497830.875,188.51372,531.78101,6.62588,638.0,Den Haag
272,2270117.0,239.04982,1319.19812,6.36845,549.0,Den Haag
273,1304935.125,160.4178,787.41705,7.15951,558.0,Den Haag
274,5669030.0,65.1779,1608.34448,2.86788,642.0,Den Haag
275,1519959.75,298.96542,1608.34448,12.96539,1564.0,Den Haag
276,798314.875,269.9679,3273.45752,28.38903,2974.0,Den Haag
277,1060911.0,88.91972,1665.11292,4.006,2974.0,Den Haag
278,481445.21875,166.20052,1701.56604,11.62268,1590.0,Den Haag
279,51417.19922,69.27395,36.45305,6.25003,353.0,Den Haag
280,106424.74219,63.98091,15.34266,22.3426,187.0,Den Haag
281,11806.45605,0.0,15.34266,10.66495,101.0,Den Haag
282,0.0,0.0,0.0,8.00972,101.0,Den Haag
283,0.0,0.0,0.0,2.80894,65.0,Den Haag
284,0.0,0.0,0.0,,47.0,Den Haag
285,0.0,0.0,0.0,,37.0,Den Haag
286,3.23327,12.98041,0.0,6.46419,71.0,Den Haag
287,0.0,0.0,0.0,7.38404,57.0,Den Haag
288,0.0,0.0,0.0,5.50274,64.0,Den Haag
289,1705.55127,19.60871,0.0,6.75544,69.0,Den Haag
290,849.92889,2.94265,0.0,9.57887,87.0,Den Haag
291,3344.72217,6.64016,0.0,10.53613,90.0,Den Haag
292,25970.14063,84.58192,0.0,7.20635,123.0,Den Haag
293,0.0,9.95096,0.0,5.18258,170.0,Den Haag
294,1110.37524,27.15168,0.0,6.11418,191.0,Den Haag
295,35404.54297,81.24236,0.0,8.32529,246.0,Den Haag
296,40674.99609,28.93156,0.0,9.39473,246.0,Den Haag
297,0.0,0.0,0.0,6.58343,247.0,Den Haag
298,0.0,0.0,0.0,1.24351,244.0,Den Haag
299,0.0,0.0,0.0,3.34399,230.0,Den Haag
300,0.0,0.0,0.0,,509.0,Den Haag
301,77175.23438,11.24836,897.22089,7.5708,509.0,Den Haag
302,163654.28125,97.10439,951.83075,15.22582,1763.0,Den Haag
303,114800.05469,44.07884,54.60986,2.05894,1068.0,Den Haag
304,0.0,2.94265,0.0,0.37789,420.0,Den Haag
305,40919.39844,40.13628,0.0,4.57819,352.0,Den Haag
306,21208.20117,38.47058,0.0,14.47515,315.0,Den Haag
307,21522.0,22.62813,0.0,10.47247,315.0,Den Haag
308,0.0,0.0,0.0,1.46367,276.0,Den Haag
309,295913.0625,22.36515,466.46896,4.2437,669.0,Den Haag
310,453220.375,98.40201,466.46896,11.17011,3598.0,Den Haag
311,329693.9375,75.20063,466.46896,28.09716,2444.0,Den Haag
312,435033.4375,96.19128,0.0,15.65947,2444.0,Den Haag
313,397609.4375,1838.05029,0.0,49.86625,896.0,Den Haag
314,1183631.0,1212.2583,0.0,54.54329,294.0,Den Haag
315,781427.0625,1080.0293,0.0,36.0633,249.0,Den Haag
316,373213.5625,2361.27295,0.0,35.43354,247.0,Den Haag
317,516657.34375,2324.50952,0.0,35.29321,247.0,Den Haag
318,646277.125,1969.11743,0.0,37.098,229.0,Den Haag
319,381755.78125,1188.12927,0.0,36.04775,212.0,Den Haag
320,244133.75,595.64856,0.0,39.50868,210.0,Den Haag
321,379368.84375,1266.35059,0.0,41.40285,222.0,Den Haag
322,419106.90625,509.75577,0.0,53.45639,222.0,Den Haag
323,409176.25,596.93341,0.0,34.26862,235.0,Den Haag
324,205312.1875,932.55219,0.0,36.66589,216.0,Den Haag
325,805200.25,927.50903,0.0,41.24664,264.0,Den Haag
326,1357383.5,1734.74475,0.0,41.4615,328.0,Den Haag
327,1795646.375,1969.90991,0.0,50.78978,355.0,Den Haag
328,1292836.0,1345.98132,0.0,55.42283,355.0,Den Haag
329,1179826.25,1317.18518,0.0,41.31615,353.0,Den Haag
330,4680325.0,1163.26599,0.0,52.22105,332.0,Den Haag
331,3810907.25,1385.62756,0.0,37.36679,310.0,Den Haag
332,2106739.5,1460.46985,0.0,34.37812,313.0,Den Haag
333,8507749.0,1420.82568,0.10226,38.15604,313.0,Den Haag
334,0.0,100.4292,0.0,10.31111,97.0,Den Haag
335,176.97229,99.97861,0.0,15.91715,200.0,Den Haag
336,2886037.75,343.89679,0.0,23.54575,200.0,Den Haag
337,1928447.875,2282.36646,0.0,35.85001,266.0,Den Haag
338,1807322.125,1196.70117,0.0,25.43745,218.0,Den Haag
339,442388.15625,193.21101,0.0,26.36592,192.0,Den Haag
340,171506.5625,303.03333,0.0,29.12377,177.0,Den Haag
341,37767.22266,189.99725,0.0,45.53417,177.0,Den Haag
342,0.0,0.0,0.0,31.84011,154.0,Den Haag
343,188091.09375,141.19614,0.0,37.9394,219.0,Den Haag
344,5097387.0,522.29889,0.0,43.73756,316.0,Den Haag
345,460507.34375,43.86648,684.24567,8.85675,143.0,Den Haag
346,81408.5625,38.62149,684.24567,9.43557,143.0,Den Haag
347,217255.78125,105.44641,684.24567,6.52871,175.0,Den Haag
348,475849.34375,144.80161,1055.6604,16.91461,343.0,Den Haag
349,418252.71875,516.25452,965.94,25.73669,815.0,Den Haag
350,517317.09375,204.95329,965.94,9.25857,900.0,Den Haag
351,489893.3125,249.62303,1082.1272,20.60276,900.0,Den Haag
352,834884.4375,328.09024,116.18716,15.70318,823.0,Den Haag
353,445743.8125,451.89514,0.0,12.14857,701.0,Den Haag
354,144305.28125,312.45355,521.22644,21.05787,590.0,Den Haag
355,198798.04688,176.08679,1053.00745,26.74442,629.0,Den Haag
356,560069.6875,146.32765,531.78101,11.16975,629.0,Den Haag
357,1450934.75,177.73027,1319.19812,12.58739,604.0,Den Haag
358,1409467.875,246.9028,787.41705,7.99275,473.0,Den Haag
359,548528.0625,71.83981,787.41705,4.30593,290.0,Den Haag
360,1968551.25,216.58261,787.41705,6.16827,455.0,Den Haag
361,719041.6875,530.03119,787.41705,44.92575,1027.0,Den Haag
362,1242021.875,505.12051,1665.11292,47.38588,1027.0,Den Haag
363,474188.0,224.77649,1665.11292,41.76625,619.0,Den Haag
364,171632.3125,108.58058,0.0,29.75114,248.0,Den Haag
365,0.0,0.0,0.0,9.18358,104.0,Den Haag
366,0.0,0.0,0.0,2.86529,67.0,Den Haag
367,0.0,0.0,0.0,1.83633,67.0,Den Haag
368,0.0,0.0,0.0,,59.0,Den Haag
369,2519.54541,11.24836,0.0,13.58163,111.0,Den Haag
370,248719.90625,39.51537,1769.84314,3.3791,279.0,Den Haag
371,526246.1875,142.05583,1769.84314,9.10857,348.0,Den Haag
372,798203.25,154.42764,2364.36865,20.55072,314.0,Den Haag
373,574532.1875,115.27297,970.97046,9.71077,314.0,Den Haag
374,512677.84375,216.41618,970.97046,18.04707,241.0,Den Haag
375,436294.6875,600.14594,0.0,44.22851,242.0,Den Haag
376,527990.5,704.82483,0.0,48.70496,262.0,Den Haag
377,3186245.5,605.33521,0.0,45.40438,256.0,Den Haag
378,824418.875,537.82941,0.0,36.07095,256.0,Den Haag
379,1864460.625,441.75949,794.15314,30.81555,203.0,Den Haag
380,378248.21875,127.63342,794.15314,12.05929,164.0,Den Haag
381,859292.75,110.39389,464.86237,11.40343,204.0,Den Haag
382,510400.84375,380.81763,0.0,34.15339,229.0,Den Haag
383,784422.4375,432.73679,111.27783,28.13414,229.0,Den Haag
384,349474.0,52.10868,111.27783,11.02537,136.0,Den Haag
385,101416.33594,73.40813,0.0,13.37784,98.0,Den Haag
386,230683.17188,251.44217,594.52533,29.48604,273.0,Den Haag
387,194905.95313,292.70831,0.0,43.08293,251.0,Den Haag
388,359330.90625,595.90997,0.0,49.35835,261.0,Den Haag
389,373742.65625,524.81171,0.0,60.47011,257.0,Den Haag
390,523343.96875,632.85968,0.0,50.37205,257.0,Den Haag
391,489244.5,382.68582,464.86237,22.55437,230.0,Den Haag
392,2348097.5,117.22358,464.86237,11.02848,222.0,Den Haag
393,1258040.875,172.86516,464.86237,12.41934,236.0,Den Haag
394,502489.90625,468.22598,0.0,25.54724,289.0,Den Haag
395,1291139.25,490.00821,0.0,33.46641,289.0,Den Haag
396,539701.75,513.38971,111.27783,38.80777,286.0,Den Haag
397,430731.4375,426.63489,0.0,41.00714,221.0,Den Haag
398,28446.03516,61.31805,0.0,14.11262,144.0,Den Haag
399,8576.00586,5.25575,0.0,15.49608,88.0,Den Haag
400,372723.25,95.33335,1769.84314,5.59447,195.0,Den Haag
401,487371.90625,77.68201,2364.36865,8.70844,338.0,Den Haag
402,533896.875,53.84821,2364.36865,8.7886,284.0,Den Haag
403,584746.0,115.49928,594.52533,5.306,284.0,Den Haag
404,0.0,0.0,0.0,8.18133,79.0,Den Haag
405,0.0,0.0,0.0,0.7227,99.0,Den Haag
406,0.0,0.0,0.0,2.18867,99.0,Den Haag
407,1265.75854,7.58884,0.0,2.60712,129.0,Den Haag
408,52576.15625,160.93445,0.0,6.55895,153.0,Den Haag
409,45204.85938,149.49393,0.0,14.59672,200.0,Den Haag
410,30031.52734,91.20598,0.0,9.67795,290.0,Den Haag
411,0.0,0.0,0.0,0.47594,290.0,Den Haag
412,0.0,0.0,0.0,4.64854,323.0,Den Haag
413,96734.39844,41.42871,0.0,6.4957,279.0,Den Haag
414,6711.55615,23.30954,0.0,0.02998,319.0,Den Haag
415,33225.40625,0.0,897.22089,4.8903,1680.0,Den Haag
416,614143.25,0.0,897.22089,4.35362,1680.0,Den Haag
417,425665.40625,42.04522,1223.96265,5.40581,4214.0,Den Haag
418,488922.40625,95.01414,326.74176,3.76201,3584.0,Den Haag
419,217765.04688,17.13829,272.1319,6.85946,1461.0,Den Haag
420,1762.47522,2.94265,115.56281,22.07595,558.0,Den Haag
421,34617.53516,66.384,0.0,7.36639,558.0,Den Haag
422,19537.31445,60.07207,0.0,8.10869,542.0,Den Haag
423,0.0,0.0,0.0,9.40591,291.0,Den Haag
424,94443.49219,3.82596,466.46896,5.47405,475.0,Den Haag
425,188130.90625,98.48457,1235.26477,17.34855,1078.0,Den Haag
426,863959.125,193.90599,768.79584,17.97822,579.0,Den Haag
427,481138.15625,57.33118,0.0,32.43014,579.0,Den Haag
428,424480.84375,531.46735,0.0,35.85827,427.0,Den Haag
429,432625.96875,678.90613,0.0,52.18164,317.0,Den Haag
