fid,building_volume,population_density,greenhouse_coverage,road_density,light_pollution,city
1987,0.0,0.0,0.0,12.88054,77.0,Den Haag
1988,0.0,0.0,0.0,5.78954,63.0,Den Haag
1989,0.0,0.0,0.0,1.16986,55.0,Den Haag
1990,950.65369,19.83188,0.0,13.1888,55.0,Den Haag
1991,24947.09961,326.46814,0.0,8.72627,53.0,Den Haag
1992,0.0,9.79204,0.0,2.44532,50.0,Den Haag
1993,28818.31445,260.62332,0.0,11.25948,54.0,Den Haag
1994,407.20682,29.84887,0.0,0.58484,58.0,Den Haag
1995,0.0,0.0,0.0,3.56213,58.0,Den Haag
1996,0.0,0.0,0.0,13.67528,57.0,Den Haag
1997,3934.4563,6.09236,0.0,27.00188,52.0,Den Haag
1998,21476.59766,150.58034,0.0,13.91872,48.0,Den Haag
1999,31213.88281,61.0683,0.0,11.66883,41.0,Den Haag
2000,823.53766,10.95006,0.0,13.11917,41.0,Den Haag
2001,375.72406,0.0,0.0,13.8062,38.0,Den Haag
2002,10523.0791,69.29432,0.0,6.41126,40.0,Den Haag
2003,0.0,0.0,0.0,1.17183,37.0,Den Haag
2004,925.88257,134.99471,0.0,23.47318,33.0,Den Haag
2005,93.65088,29.17213,0.0,5.33664,31.0,Den Haag
2006,0.0,0.0,0.0,2.60028,31.0,Den Haag
2007,6462.12256,77.6946,0.0,11.7725,36.0,Den Haag
2008,0.0,3.93323,0.0,5.75532,37.0,Den Haag
2009,0.0,10.12305,0.0,6.0099,38.0,Den Haag
2010,19704.5,0.0,0.0,1.00184,55.0,Den Haag
2011,4891.06836,0.0,0.0,20.14202,55.0,Den Haag
2012,654701.9375,46.02517,0.0,27.23011,98.0,Den Haag
2013,91613.71094,215.04646,0.0,11.46965,86.0,Den Haag
2014,22160.49023,110.23057,0.0,4.11604,51.0,Den Haag
2015,125.22055,5.06153,0.0,6.6612,33.0,Den Haag
2016,1713.1449,51.32768,0.0,3.59108,35.0,Den Haag
2017,3046.87207,20.2461,0.0,3.6613,35.0,Den Haag
2018,0.0,0.0,0.0,10.01633,42.0,Den Haag
2019,160185.875,196.77499,0.0,15.9582,89.0,Den Haag
2020,358675.6875,356.9306,0.0,29.17793,99.0,Den Haag
2021,167308.73438,146.54945,0.0,26.80749,77.0,Den Haag
2022,15809.99609,5.06153,0.0,5.92603,77.0,Den Haag
2023,3548.3999,20.2461,0.0,4.96116,53.0,Den Haag
2024,21342.56641,49.48697,0.0,12.85076,38.0,Den Haag
2025,0.0,1.12829,0.0,1.09942,30.0,Den Haag
2026,0.0,0.0,0.0,6.33771,26.0,Den Haag
2027,0.0,0.0,0.0,4.2794,26.0,Den Haag
2028,0.0,10.95006,0.0,10.56449,26.0,Den Haag
2029,102217.50781,282.94177,0.0,15.60121,91.0,Den Haag
2030,22855.18164,59.31927,0.0,21.29714,151.0,Den Haag
2031,684218.375,0.0,0.0,17.32508,149.0,Den Haag
2032,0.0,0.0,0.0,2.35213,95.0,Den Haag
2033,0.0,0.0,0.0,4.08395,95.0,Den Haag
2034,1138.17761,0.0,0.0,1.57673,92.0,Den Haag
2035,31372.18359,71.03097,0.0,8.50622,112.0,Den Haag
2036,23090.95898,113.93276,0.0,4.23501,165.0,Den Haag
2037,44696.40625,120.2409,0.0,15.06889,302.0,Den Haag
2038,315952.65625,337.07947,0.0,46.76147,302.0,Den Haag
2039,352583.15625,404.03989,0.0,51.67335,395.0,Den Haag
2040,325205.28125,588.18188,0.0,39.78583,432.0,Den Haag
2041,737199.3125,693.39819,0.0,43.61191,409.0,Den Haag
2042,446273.5625,749.85632,0.0,35.76217,425.0,Den Haag
2043,475367.0625,822.77997,0.0,36.53119,425.0,Den Haag
2044,310180.65625,507.09854,0.0,37.8068,372.0,Den Haag
2045,597336.1875,648.64368,0.0,15.6099,284.0,Den Haag
2046,251038.51563,370.58469,160.33795,13.34364,215.0,Den Haag
2047,364265.65625,160.60565,160.33795,4.87743,117.0,Den Haag
2048,10776.47949,40.02662,160.33795,11.14505,85.0,Den Haag
2049,0.0,0.0,0.0,6.95617,85.0,Den Haag
2050,182023.92188,0.0,953.67786,11.49299,78.0,Den Haag
2051,27654.9707,6.32883,953.67786,7.87095,86.0,Den Haag
2052,0.0,0.0,0.0,12.72879,104.0,Den Haag
2053,11825.27832,103.15938,0.0,32.03426,82.0,Den Haag
2054,1070.15039,1.68816,0.0,33.461,82.0,Den Haag
2055,1553.09912,41.11512,0.0,24.44112,70.0,Den Haag
2056,0.0,0.0,0.0,13.19257,65.0,Den Haag
2057,0.0,0.0,0.0,1.57673,81.0,Den Haag
2058,0.0,30.83634,0.0,10.14925,47.0,Den Haag
2059,21440.11719,123.07083,0.0,17.14319,47.0,Den Haag
2060,25434.41797,307.48965,0.0,11.7047,45.0,Den Haag
2061,0.0,0.0,0.0,0.65954,39.0,Den Haag
2062,0.0,0.0,0.0,0.1052,39.0,Den Haag
2063,2101.97217,40.55817,0.0,3.26222,42.0,Den Haag
2064,50579.03125,314.91284,0.0,15.71934,42.0,Den Haag
2065,4754.24658,36.86479,0.0,1.73517,43.0,Den Haag
2066,0.0,9.79204,0.0,16.20015,41.0,Den Haag
2067,0.0,0.0,0.0,4.12448,37.0,Den Haag
2068,5718.77686,25.79762,0.0,9.81256,35.0,Den Haag
2069,29557.57227,224.68912,0.0,20.21863,42.0,Den Haag
2070,7633.69141,95.63455,0.0,5.76656,42.0,Den Haag
2071,43639.21484,73.77638,0.0,7.95134,92.0,Den Haag
2072,474319.34375,173.17148,0.0,25.95557,139.0,Den Haag
2073,267646.6875,650.49451,0.0,42.25652,134.0,Den Haag
2074,722975.9375,604.81042,0.0,42.33452,126.0,Den Haag
2075,475180.875,713.62354,0.0,54.26458,126.0,Den Haag
2076,441804.4375,179.44026,0.0,28.94057,109.0,Den Haag
2077,170236.73438,21.90013,0.0,5.45274,66.0,Den Haag
2078,0.0,0.0,0.0,1.74939,33.0,Den Haag
2079,0.0,0.0,0.0,1.79166,34.0,Den Haag
2080,0.0,0.29184,0.0,,34.0,Den Haag
2081,3425.48828,13.38109,0.0,3.71748,58.0,Den Haag
2082,112096.14844,36.79273,0.0,16.58208,95.0,Den Haag
2083,6657.53027,28.51941,0.0,14.20449,74.0,Den Haag
2084,0.0,0.0,0.0,9.56755,53.0,Den Haag
2085,1676849.125,83.79626,0.0,7.77122,126.0,Den Haag
2086,11152.97559,75.3367,0.0,11.50509,114.0,Den Haag
2087,0.0,0.0,0.0,3.61377,89.0,Den Haag
2088,0.0,0.0,0.0,1.81443,89.0,Den Haag
2089,18576.06641,55.93978,0.0,2.89088,95.0,Den Haag
2090,42349.28516,269.61456,0.0,5.52621,128.0,Den Haag
2091,531.36237,0.0,0.0,2.51919,185.0,Den Haag
2092,3791.43774,2.08336,0.0,1.53497,296.0,Den Haag
2093,7087.61914,27.48358,0.0,8.73858,296.0,Den Haag
2094,34269.22656,25.3153,0.0,31.38243,433.0,Den Haag
2095,256393.53125,145.02119,0.0,39.63677,505.0,Den Haag
2096,246599.65625,404.16824,200.34612,33.43483,510.0,Den Haag
2097,301538.90625,721.83563,200.34612,33.91417,476.0,Den Haag
2098,2818729.0,814.99255,0.0,53.12935,476.0,Den Haag
2099,420091.84375,557.91431,0.0,41.75483,399.0,Den Haag
2100,187085.15625,505.98178,0.0,34.94807,280.0,Den Haag
2101,98161.90625,276.1759,160.33795,16.95923,189.0,Den Haag
2102,89310.28906,174.57175,160.33795,10.41053,109.0,Den Haag
2103,43438.69531,48.05852,0.0,5.13022,92.0,Den Haag
2104,5099.69531,0.0,953.67786,13.18844,92.0,Den Haag
2105,496277.8125,89.37553,953.67786,4.5265,104.0,Den Haag
2106,417317.84375,136.38498,953.67786,4.16997,111.0,Den Haag
2107,266637.5625,44.30178,953.67786,12.77538,105.0,Den Haag
2108,0.0,61.67268,0.0,14.96056,85.0,Den Haag
2109,0.0,10.27878,0.0,12.19762,85.0,Den Haag
2110,1253.35352,0.0,0.0,22.35156,78.0,Den Haag
2111,0.0,0.0,0.0,10.1543,56.0,Den Haag
2112,0.0,0.0,0.0,1.4559,80.0,Den Haag
2113,0.0,0.0,0.0,2.05819,47.0,Den Haag
2114,0.0,24.52876,0.0,4.49249,47.0,Den Haag
2115,65948.32813,257.17014,0.0,12.76505,46.0,Den Haag
2116,0.0,19.58409,0.0,,42.0,Den Haag
2117,10630.42676,32.60562,0.0,3.93533,42.0,Den Haag
2118,9867.46484,88.188,0.0,9.16879,48.0,Den Haag
2119,8823.4541,68.5443,0.0,3.84277,53.0,Den Haag
2120,0.0,0.0,0.0,5.06108,52.0,Den Haag
2121,0.0,0.0,0.0,16.26211,43.0,Den Haag
2122,0.0,0.0,0.0,1.52791,36.0,Den Haag
2123,10270.81934,52.53872,0.0,11.74308,39.0,Den Haag
2124,145184.46875,77.77171,0.0,11.27296,44.0,Den Haag
2125,507394.375,144.10367,0.0,25.75025,44.0,Den Haag
2126,70042.60156,90.38631,0.0,23.59192,57.0,Den Haag
2127,411965.03125,150.42685,0.0,25.98031,67.0,Den Haag
2128,234657.98438,398.6022,0.0,27.80685,54.0,Den Haag
2129,44765.38281,159.66739,0.0,22.21814,51.0,Den Haag
2130,38445.05078,32.8502,0.0,13.82985,51.0,Den Haag
2131,140520.23438,124.53657,0.0,16.78363,60.0,Den Haag
2132,0.0,0.0,0.0,2.82709,44.0,Den Haag
2133,0.0,0.0,0.0,4.10825,34.0,Den Haag
2134,192.68423,0.0,0.0,3.39841,44.0,Den Haag
2135,4811.78809,0.0,0.0,3.8198,44.0,Den Haag
2136,24920.0625,62.58804,0.0,7.63638,71.0,Den Haag
2137,163748.89063,100.41431,0.0,20.21697,76.0,Den Haag
2138,68130.03125,176.83493,0.0,10.08186,57.0,Den Haag
2139,10.67772,0.0,0.0,2.12418,45.0,Den Haag
2140,0.0,93.1146,0.0,37.94968,69.0,Den Haag
2141,0.0,0.40963,0.0,28.17087,74.0,Den Haag
2142,0.0,33.25651,0.0,27.11774,86.0,Den Haag
2143,0.0,17.48585,0.0,19.14374,112.0,Den Haag
2144,24586.27344,58.54419,0.0,23.85997,70.0,Den Haag
2145,0.0,0.0,0.0,39.27893,64.0,Den Haag
2146,0.0,0.0,0.0,21.94384,82.0,Den Haag
2147,29783.40625,10.45811,0.0,7.26554,120.0,Den Haag
2148,1493.50818,4.37146,0.0,9.15525,139.0,Den Haag
2149,701.3429,6.08665,0.0,27.83958,139.0,Den Haag
2150,101262.42188,98.92067,0.0,28.5899,196.0,Den Haag
2151,251302.96875,134.11751,538.63831,28.06949,276.0,Den Haag
2152,202530.6875,168.81697,538.63831,29.63944,349.0,Den Haag
2153,108622.71094,232.74731,0.0,23.10232,178.0,Den Haag
2154,392869.21875,666.33319,0.0,54.81371,178.0,Den Haag
2155,289631.78125,468.02878,0.0,41.83849,220.0,Den Haag
2156,462202.0625,613.09015,0.0,36.12634,276.0,Den Haag
2157,271615.25,294.66937,0.0,23.7833,285.0,Den Haag
2158,89557.75,5.33145,271.08286,1.58913,306.0,Den Haag
2159,544119.5,163.27899,271.08286,3.53107,306.0,Den Haag
2160,1241289.5,338.50388,271.08286,8.11447,414.0,Den Haag
2161,1056732.375,385.59387,0.0,15.73217,508.0,Den Haag
2162,214627.65625,244.4435,0.0,19.18073,531.0,Den Haag
2163,2864.87549,58.22852,0.0,38.56526,524.0,Den Haag
2164,60425.8125,172.57805,0.0,34.06573,409.0,Den Haag
2165,462231.0,212.39809,0.0,26.67783,409.0,Den Haag
2166,682180.9375,15.21366,0.0,20.71461,309.0,Den Haag
2167,175357.34375,225.30879,0.0,41.57255,279.0,Den Haag
2168,606585.375,824.22522,0.0,47.48554,274.0,Den Haag
2169,0.0,0.0,0.0,10.21483,93.0,Den Haag
2170,0.0,0.0,0.0,10.88102,128.0,Den Haag
2171,0.0,12.71466,0.0,19.72957,163.0,Den Haag
2172,0.0,40.12099,0.0,24.76111,172.0,Den Haag
2173,0.0,49.23952,271.08286,8.27895,222.0,Den Haag
2174,0.0,44.73115,271.08286,11.41019,222.0,Den Haag
2175,0.0,92.08247,0.0,10.3238,310.0,Den Haag
2176,0.0,367.37576,0.0,9.01182,373.0,Den Haag
2177,0.0,0.0,0.0,15.51266,309.0,Den Haag
2178,0.0,0.0,0.0,3.48378,219.0,Den Haag
2179,0.0,0.0,0.0,1.03119,178.0,Den Haag
2180,0.0,0.0,0.0,5.62406,178.0,Den Haag
2181,0.0,0.0,0.0,,164.0,Den Haag
2182,0.0,0.0,0.0,2.60626,166.0,Den Haag
2183,0.0,0.0,0.0,3.75707,168.0,Den Haag
2184,0.0,55.9239,0.0,25.03472,158.0,Den Haag
2185,0.0,594.89172,0.0,44.09892,158.0,Den Haag
2186,0.0,490.47919,0.0,35.67772,145.0,Den Haag
2187,0.0,7.16878,0.0,11.28351,127.0,Den Haag
2188,0.0,23.43145,0.0,19.25853,124.0,Den Haag
2189,0.0,50.74235,0.0,29.8927,141.0,Den Haag
2190,0.0,147.07289,0.0,32.41166,141.0,Den Haag
2191,0.0,364.42468,0.0,37.01466,193.0,Den Haag
2192,0.0,547.3327,0.0,41.98078,235.0,Den Haag
2193,0.0,466.3392,0.0,30.37149,264.0,Den Haag
2194,0.0,60.02433,271.08286,0.32895,282.0,Den Haag
2195,0.0,317.18549,271.08286,5.7272,282.0,Den Haag
2196,0.0,301.32251,0.0,6.31828,405.0,Den Haag
2197,0.0,291.53925,0.0,22.05804,497.0,Den Haag
2198,0.0,114.47523,0.0,11.98654,460.0,Den Haag
2199,0.0,0.0,0.0,12.74156,396.0,Den Haag
2200,0.0,56.0549,0.0,3.50039,311.0,Den Haag
2201,0.0,234.90269,0.0,9.73514,311.0,Den Haag
2202,0.0,77.81363,0.0,15.40941,272.0,Den Haag
2203,0.0,125.01225,0.0,20.39684,280.0,Den Haag
2204,0.0,157.40613,0.0,42.9747,253.0,Den Haag
2205,0.0,791.36694,0.0,48.17334,237.0,Den Haag
2206,0.0,1743.37549,0.0,44.27992,237.0,Den Haag
2207,0.0,1455.60706,0.0,41.75276,215.0,Den Haag
2208,0.0,223.78555,0.0,28.21507,146.0,Den Haag
2209,64166.0625,129.03307,0.0,21.12099,81.0,Den Haag
2210,14743.99805,53.97805,0.0,20.86853,81.0,Den Haag
2211,9802.69922,22.28703,0.0,18.67137,62.0,Den Haag
2212,30021.29688,115.14312,0.0,27.03669,73.0,Den Haag
2213,418423.84375,20.02807,1334.35486,16.95371,118.0,Den Haag
2214,609582.9375,4.28586,1334.35486,4.54563,273.0,Den Haag
2215,830774.5625,11.71316,1334.35486,0.95214,446.0,Den Haag
2216,493266.9375,42.92926,1334.35486,7.32212,446.0,Den Haag
2217,362236.125,15.21195,1872.99329,7.92033,371.0,Den Haag
2218,600761.0625,255.57697,3265.99048,4.74522,495.0,Den Haag
2219,389354.25,318.76709,1931.63574,10.99108,760.0,Den Haag
2220,127849.94531,436.09512,1931.63574,20.38978,426.0,Den Haag
2221,192951.17188,448.69174,1392.99731,24.79289,426.0,Den Haag
2222,302392.8125,471.76425,0.0,23.10587,206.0,Den Haag
2223,332137.8125,287.24704,3301.00439,18.92633,319.0,Den Haag
2224,241848.78125,108.33842,3301.00439,10.69568,936.0,Den Haag
2225,658379.625,100.677,3301.00439,3.2532,1263.0,Den Haag
2226,553609.5625,122.23598,3301.00439,6.52302,1263.0,Den Haag
2227,805573.25,164.40538,3301.00439,2.78811,3520.0,Den Haag
2228,712468.375,111.46175,3301.00439,5.0625,8016.0,Den Haag
2229,77184.41406,27.17675,3301.00439,7.27377,4354.0,Den Haag
2230,167744.53125,0.75693,3301.00439,22.29254,1509.0,Den Haag
2231,0.0,22.99282,0.0,16.66096,1509.0,Den Haag
2232,395178.0,8.86781,0.0,22.23768,412.0,Den Haag
2233,56870.22656,82.67173,0.0,14.00081,325.0,Den Haag
2234,95193.73438,110.79431,0.0,21.08824,247.0,Den Haag
2235,412321.28125,130.55434,0.0,29.38197,230.0,Den Haag
2236,83691.5625,125.69524,0.0,33.36409,221.0,Den Haag
2237,1612344.0,156.74641,0.0,24.06027,221.0,Den Haag
2238,713461.6875,106.06271,0.0,26.37079,190.0,Den Haag
2239,157666.78125,234.31258,0.0,34.86155,153.0,Den Haag
2240,248231.92188,615.88629,0.0,50.65817,137.0,Den Haag
2241,284712.34375,870.27588,0.0,47.04053,131.0,Den Haag
2242,623847.25,1543.61694,0.0,56.3963,131.0,Den Haag
2243,724504.875,1050.50378,0.0,29.88767,103.0,Den Haag
2244,14801.91602,20.55756,0.0,10.28052,45.0,Den Haag
2245,372682.53125,106.81954,0.0,41.23908,231.0,Den Haag
2246,2508466.25,186.77751,0.0,38.98614,231.0,Den Haag
2247,456162.53125,248.66319,0.0,42.49349,209.0,Den Haag
2248,292494.40625,338.53879,0.0,44.58712,179.0,Den Haag
2249,265660.90625,442.87,0.0,35.72404,153.0,Den Haag
2250,135570.57813,536.18091,0.0,34.04019,123.0,Den Haag
2251,574514.75,670.0155,0.0,36.07551,123.0,Den Haag
2252,64115.48047,306.08966,0.0,20.66876,88.0,Den Haag
2253,49194.96094,131.14384,0.0,19.20637,65.0,Den Haag
2254,3.82984,0.0,0.0,21.33397,65.0,Den Haag
2255,222.74458,0.0,0.0,21.90208,61.0,Den Haag
2256,1808.04907,0.0,0.0,6.04712,67.0,Den Haag
2257,171356.09375,52.45754,1334.35486,16.22386,122.0,Den Haag
2258,375646.90625,3.14144,1334.35486,5.12462,196.0,Den Haag
2259,442095.9375,67.3019,1334.35486,7.71695,356.0,Den Haag
2260,620204.75,4.37146,1334.35486,2.67174,356.0,Den Haag
2261,273386.0,91.22475,2727.35229,15.84231,363.0,Den Haag
2262,2111244.0,139.95557,2727.35229,15.37377,536.0,Den Haag
2263,493100.15625,201.52869,1392.99731,2.97086,655.0,Den Haag
2264,810369.125,210.51712,1392.99731,4.98581,450.0,Den Haag
2265,5194756.0,163.8204,1392.99731,1.68238,450.0,Den Haag
2266,698042.0,81.05936,3301.00439,8.0317,217.0,Den Haag
2267,118732.6875,28.49241,3301.00439,0.42476,212.0,Den Haag
2268,281128.53125,55.16124,3301.00439,5.09284,598.0,Den Haag
2269,560479.0625,83.05776,3301.00439,4.20216,915.0,Den Haag
2270,601804.0,206.21913,3301.00439,7.62537,915.0,Den Haag
2271,1940354.0,238.62488,3301.00439,6.59224,2642.0,Den Haag
2272,463714.40625,60.39486,3301.00439,6.50212,6942.0,Den Haag
2273,581164.625,104.2337,3301.00439,7.33777,5360.0,Den Haag
2274,192732.10938,85.26003,3301.00439,5.98334,1176.0,Den Haag
2275,2659.19434,19.50309,0.0,15.30254,1176.0,Den Haag
2276,351171.09375,25.94749,0.0,27.22341,471.0,Den Haag
2277,316338.03125,102.78779,0.0,6.77103,347.0,Den Haag
2278,23772.22656,51.39389,0.0,25.11138,251.0,Den Haag
2279,577320.625,58.60287,0.0,34.53693,225.0,Den Haag
2280,474159.1875,178.66235,0.0,30.23683,212.0,Den Haag
2281,665312.5,291.59799,0.0,24.84351,212.0,Den Haag
2282,315888.1875,284.63574,0.0,42.57883,175.0,Den Haag
2283,530247.625,785.92609,0.0,54.19984,150.0,Den Haag
2284,229584.1875,983.80823,0.0,52.75236,134.0,Den Haag
2285,273503.46875,383.14203,0.0,51.36229,131.0,Den Haag
2286,375632.90625,1322.92749,0.0,49.87833,131.0,Den Haag
2287,167218.0625,879.50049,0.0,31.81467,105.0,Den Haag
2288,3469.00806,0.0,0.0,20.04454,48.0,Den Haag
2289,147715.73438,212.72052,0.0,30.8501,152.0,Den Haag
2290,1481060.875,330.03067,0.0,25.25415,199.0,Den Haag
2291,369833.40625,490.99377,0.0,32.14619,205.0,Den Haag
2292,415652.53125,411.99268,0.0,51.07523,205.0,Den Haag
2293,327404.125,400.44025,0.0,50.97838,211.0,Den Haag
2294,468569.375,620.4126,0.0,33.70351,228.0,Den Haag
2295,300246.0625,409.83148,0.0,33.38581,223.0,Den Haag
2296,209777.14063,380.99567,0.0,41.32652,187.0,Den Haag
2297,6663.38623,72.63854,0.0,13.55089,187.0,Den Haag
2298,0.0,0.0,0.0,7.57178,195.0,Den Haag
2299,0.0,0.0,0.0,6.99043,172.0,Den Haag
2300,0.0,5.24766,0.0,22.58463,159.0,Den Haag
2301,339823.5625,30.60023,397.86716,7.01683,145.0,Den Haag
2302,118531.17188,92.34301,397.86716,7.78758,134.0,Den Haag
2303,248150.70313,171.56616,540.03271,6.62017,134.0,Den Haag
2304,1479987.5,288.21921,540.03271,5.65782,155.0,Den Haag
2305,321816.71875,278.4989,540.03271,4.7357,125.0,Den Haag
2306,0.0,26.33762,0.0,12.23269,104.0,Den Haag
2307,176182.09375,273.26495,0.0,13.61813,96.0,Den Haag
2308,379513.625,398.65747,0.0,15.1855,96.0,Den Haag
2309,79444.21094,317.11221,0.0,25.21173,92.0,Den Haag
2310,486055.625,1263.29883,0.0,53.91094,106.0,Den Haag
2311,14210.23535,298.28766,0.0,40.36372,120.0,Den Haag
2312,365250.875,1224.27649,0.0,37.3947,106.0,Den Haag
2313,300764.59375,1423.49817,0.0,52.3727,106.0,Den Haag
2314,563043.3125,1296.69482,0.0,57.85013,98.0,Den Haag
2315,113345.6875,547.91406,0.0,24.29357,98.0,Den Haag
2316,10820.76758,231.13896,0.0,55.8285,81.0,Den Haag
2317,5781645.0,240.5701,0.0,34.63357,64.0,Den Haag
2318,5112221.0,102.78779,0.0,22.97668,64.0,Den Haag
2319,2145.24634,30.68411,0.0,9.32836,40.0,Den Haag
2320,25122.35742,121.74163,0.0,1.4595,33.0,Den Haag
2321,0.0,0.0,0.0,0.23229,32.0,Den Haag
2322,0.0,0.0,0.0,5.67432,32.0,Den Haag
2323,572999.5,1046.57166,0.0,60.89834,102.0,Den Haag
2324,249497.34375,694.83856,0.0,53.04222,149.0,Den Haag
2325,251642.29688,812.19672,0.0,40.58019,102.0,Den Haag
2326,25690.29492,125.7889,0.0,28.14255,88.0,Den Haag
2327,208332.04688,376.02673,0.0,37.9456,102.0,Den Haag
2328,486991.875,827.10114,0.0,40.65815,128.0,Den Haag
2329,983609.5,503.63272,0.0,50.16153,126.0,Den Haag
2330,231362.03125,61.97143,0.0,40.54124,126.0,Den Haag
2331,8735.10352,70.75443,0.0,9.70703,83.0,Den Haag
2332,0.0,0.0,0.0,0.71249,49.0,Den Haag
2333,0.0,0.0,0.0,3.10292,37.0,Den Haag
2334,0.0,0.0,0.0,18.64803,37.0,Den Haag
2335,2413.4104,29.37613,0.0,4.51968,37.0,Den Haag
2336,0.0,11.56002,0.0,,37.0,Den Haag
2337,278298.46875,125.04398,0.0,6.34835,46.0,Den Haag
2338,173425.28125,919.21918,0.0,22.33895,53.0,Den Haag
2339,0.0,0.0,0.0,7.25251,41.0,Den Haag
2340,0.0,0.0,0.0,6.35675,41.0,Den Haag
2341,393074.0,289.75775,0.0,30.5432,176.0,Den Haag
2342,317860.90625,409.90939,0.0,45.61715,176.0,Den Haag
2343,402070.1875,537.52844,0.0,45.99652,195.0,Den Haag
2344,748860.1875,431.14285,0.0,44.10716,215.0,Den Haag
2345,455921.1875,307.99091,0.0,48.63969,224.0,Den Haag
2346,499750.75,350.85629,0.0,49.25564,195.0,Den Haag
2347,215162.92188,221.55347,0.0,33.3876,195.0,Den Haag
2348,0.0,0.0,0.0,10.48653,146.0,Den Haag
2349,449.80109,4.37146,0.0,11.65511,115.0,Den Haag
2350,101076.32813,93.29686,365.54639,14.2572,131.0,Den Haag
2351,190144.34375,230.77844,763.41351,18.80005,136.0,Den Haag
2352,566528.5,44.10712,397.86716,7.06433,139.0,Den Haag
2353,119265.10938,52.57548,937.8999,2.66713,139.0,Den Haag
2354,324010.28125,113.84988,540.03271,5.07186,254.0,Den Haag
2355,268393.5,222.52197,540.03271,7.85546,241.0,Den Haag
2356,272.98297,3.66633,0.0,6.82563,131.0,Den Haag
2357,25829.67773,172.27657,0.0,8.45773,120.0,Den Haag
2358,163172.89063,519.49432,0.0,12.70297,120.0,Den Haag
2359,378490.15625,1204.33606,0.0,46.2117,151.0,Den Haag
2360,460650.84375,1360.10083,0.0,54.77969,194.0,Den Haag
2361,152995.67188,359.02072,0.0,31.55098,191.0,Den Haag
2362,421842.375,1559.33899,0.0,50.92056,166.0,Den Haag
2363,319955.65625,1219.76038,0.0,64.35146,166.0,Den Haag
2364,309127.9375,1642.54871,0.0,60.01827,164.0,Den Haag
2365,593998.0,643.71765,0.0,33.66423,149.0,Den Haag
2366,69369.32813,408.41653,0.0,52.43269,117.0,Den Haag
2367,64036.55859,259.18295,0.0,27.84903,63.0,Den Haag
2368,4810.8374,26.45268,0.0,8.15223,63.0,Den Haag
2369,0.0,20.55756,0.0,,44.0,Den Haag
2370,0.0,9.79204,0.0,,33.0,Den Haag
2371,0.0,9.79204,0.0,,32.0,Den Haag
2372,0.0,9.79204,0.0,0.02113,32.0,Den Haag
2373,421401.9375,1530.0874,0.0,59.74826,123.0,Den Haag
2374,286272.21875,1416.76306,0.0,61.68131,148.0,Den Haag
2375,319322.15625,1763.41602,0.0,67.65089,123.0,Den Haag
2376,215307.71875,821.02057,0.0,33.47802,100.0,Den Haag
2377,168804.98438,386.68649,0.0,43.97857,102.0,Den Haag
2378,939344.0625,488.34787,0.0,34.96416,102.0,Den Haag
2379,1581737.0,189.19208,0.0,38.75055,88.0,Den Haag
2380,24418.86523,177.50841,0.0,24.26693,88.0,Den Haag
2381,0.0,0.0,0.0,1.42344,61.0,Den Haag
2382,354.61523,9.79204,0.0,10.34233,46.0,Den Haag
2383,0.0,0.0,0.0,19.40641,39.0,Den Haag
2384,0.0,0.0,0.0,1.36433,35.0,Den Haag
2385,2440.33691,15.40801,0.0,2.92433,35.0,Den Haag
2386,627.16376,0.0,0.0,2.81625,32.0,Den Haag
2387,25934.12891,147.35355,0.0,12.16269,45.0,Den Haag
2388,232589.64063,699.11469,0.0,18.10907,63.0,Den Haag
2389,4572.64551,0.0,0.0,1.97396,53.0,Den Haag
2390,18994.25781,132.91252,0.0,3.24958,53.0,Den Haag
2391,0.0,6.93463,0.0,17.1013,134.0,Den Haag
2392,0.0,0.0,0.0,1.66173,114.0,Den Haag
2393,0.0,0.0,0.0,11.12599,158.0,Den Haag
2394,117133.24219,4.37146,0.0,14.4443,158.0,Den Haag
2395,538109.1875,7.33339,0.0,56.38114,247.0,Den Haag
2396,184002.70313,127.11423,0.0,35.28523,235.0,Den Haag
2397,251734.04688,473.83099,0.0,46.00826,211.0,Den Haag
2398,664636.3125,527.125,0.0,35.9229,203.0,Den Haag
2399,311483.34375,476.38123,0.0,32.35108,196.0,Den Haag
2400,197666.375,469.3436,0.0,40.96294,196.0,Den Haag
2401,118235.04688,394.13739,0.0,22.88992,233.0,Den Haag
2402,80527.60156,224.29552,0.0,22.86673,447.0,Den Haag
2403,102755.36719,337.27142,0.0,20.16309,376.0,Den Haag
2404,81488.21875,340.21228,0.0,18.65747,275.0,Den Haag
2405,139054.42188,336.59497,1743.60645,16.38061,275.0,Den Haag
2406,174578.60938,452.73947,1743.60645,17.3745,199.0,Den Haag
2407,565907.625,193.21407,1743.60645,4.01103,144.0,Den Haag
2408,282500.875,975.91504,1743.60645,34.64731,167.0,Den Haag
2409,342499.4375,633.99585,0.0,43.471,177.0,Den Haag
2410,310140.28125,451.12299,0.0,37.21154,177.0,Den Haag
2411,790903.625,394.14359,0.0,48.91303,215.0,Den Haag
2412,1993947.0,706.29352,0.0,37.35953,258.0,Den Haag
2413,1225976.625,463.83804,0.0,43.92151,239.0,Den Haag
2414,1510896.0,704.6438,0.0,65.0128,184.0,Den Haag
2415,1366909.75,347.26758,0.0,53.86673,205.0,Den Haag
2416,3199747.75,835.97968,0.0,48.41024,194.0,Den Haag
2417,384367.875,1149.85596,0.0,60.96302,205.0,Den Haag
